Federal Provider Number,Provider Zip Code,Ownership Type,Date First Approved to Provide Medicare and Medicaid services,Overall Rating,Reported RN Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Total Amount of Fines in Dollars,Facility age,Government,Non profit,For profit,Young (<33% Percentile),Medium (33%-66% Percentile),Old (>66% Percentile),4- or 5-Star Overall Rating,3-Star Overall Rating,1- or 2-Star Overall Rating,0.75 RN staffing hours per resident day or higher,Under 0.75 RN staffing hours per resident day ,4.1 nurse staffing hours per resident day or higher,Under 4.1 nurse staffing hours per resident day,No fine,Small fine (1-<Median),Large fine (>=Median),No federal deficiencies,Federal deficiencies,Serious federal deficiencies
225080,01742,Non profit - Corporation,01/01/1967,4,0.98751,4.50833,0,54,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,16,0
395426,17068,For profit - Corporation,01/18/1979,2,0.4657,2.92718,64052,42,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,34,2
335505,11432,For profit - Corporation,05/01/1976,3,0.46388,3.35025,0,44,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,10,0
676073,77459,For profit - Limited Liability company,11/02/2005,4,0.4285,3.11076,0,15,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,18,1
505496,99218,For profit - Corporation,05/08/1996,4,1.07449,4.13594,29146,24,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,69,5
455742,78230,For profit - Corporation,04/01/1988,3,0.34761,3.60973,0,32,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,44,0
676049,75460,For profit - Corporation,01/30/2005,1,0.31256,3.08295,0,15,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,27,0
555771,93312,For profit - Corporation,04/10/2001,2,0.74648,4.38569,0,19,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,70,0
366281,44483,For profit - Corporation,10/01/2003,4,0.53605,4.01232,0,17,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,8,0
675312,78368,For profit - Corporation,05/11/1994,2,0.24919,3.0741,0,26,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,34,0
365892,45231,For profit - Individual,08/20/1992,2,0.50306,3.26069,0,28,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,28,3
395867,16749,For profit - Corporation,11/30/1991,3,1.12491,3.37456,0,29,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,20,0
365241,43140,For profit - Corporation,02/19/1970,1,0.36642,3.21173,0,50,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,37,0
225191,01720,For profit - Corporation,10/27/1969,4,0.49207,3.46478,0,51,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,16,0
385270,97222,For profit - Corporation,10/18/2005,2,0.8398,4.73382,6500,15,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,70,4
525589,54501,For profit - Corporation,03/11/1996,5,1.05343,3.66293,13626,24,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,7,3
315328,07410,For profit - Corporation,11/01/1993,5,1.07251,3.27185,8128,27,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,6,0
505395,98230,Non profit - Church related,09/01/1991,3,1.21293,3.65749,53119,29,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,59,3
395670,15146,For profit - Corporation,07/03/1984,3,0.57165,3.22262,6893,36,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,39,1
515067,26041,For profit - Limited Liability company,02/17/1981,2,0.63538,3.8536,17277,39,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,33,1
495038,20109,For profit - Individual,03/01/1979,4,0.67931,3.90146,0,41,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,42,0
335363,11361,Non profit - Corporation,09/10/1972,4,0.87444,3.60536,7543,48,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,8,1
375362,73018,For profit - Corporation,02/01/1999,4,0.39197,3.66456,0,21,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,10,0
365716,45406,For profit - Partnership,11/21/1988,1,0.4614,3.69509,66633,32,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,25,0
366459,44212,For profit - Individual,11/28/2017,5,0.55335,3.00372,0,3,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,7,0
335861,11050,For profit - Corporation,03/08/2011,5,1.40472,5.24963,0,9,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,9,0
355034,58852,Non profit - Corporation,03/01/1978,4,1.12166,3.94903,0,42,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,17,0
315267,08102,For profit - Limited Liability company,09/08/1988,5,0.3469,2.83846,8518,32,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,8,0
345366,28580,For profit - Corporation,05/13/1991,3,0.39128,2.95318,27254,29,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,11,4
675897,77856,For profit - Corporation,04/18/2001,4,0.37341,3.77484,12678,19,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,4,3
395148,18711,For profit - Corporation,01/01/1967,2,0.43926,3.75003,0,54,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,40,0
335185,10562,For profit - Limited Liability company,01/13/1967,4,0.86264,3.15259,0,54,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,11,0
676270,75227,For profit - Limited Liability company,12/15/2010,3,0.79529,4.02142,0,10,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,10,0
676343,76712,For profit - Limited Liability company,09/26/2013,3,0.15157,3.14658,0,7,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,15,0
675093,79410,For profit - Corporation,11/10/1992,2,0.2495,3.43201,0,28,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,46,0
555208,93277,For profit - Limited Liability company,10/02/1985,4,0.14473,3.53639,0,35,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,43,0
345238,28211,For profit - Corporation,11/15/1983,2,0.47351,3.619,86811,37,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,6,1
365648,45042,For profit - Corporation,02/08/1985,1,0.41099,3.45147,22727,35,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,46,2
225249,01013,Non profit - Other,06/01/1976,4,0.60103,3.21774,0,44,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,13,0
495258,23434,For profit - Corporation,10/15/1991,1,0.30938,2.90044,13000,29,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,35,2
555082,94546,For profit - Corporation,12/04/1977,5,0.72284,4.41982,0,43,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,15,0
315214,07080,For profit - Partnership,01/22/1985,3,0.44085,3.32992,0,36,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,11,0
445262,37218,For profit - Corporation,03/08/1991,1,0.67671,3.84321,8128,29,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,32,1
555731,90650,Government - State,08/13/1998,4,2.60088,8.90461,0,22,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,39,0
676066,77077,For profit - Corporation,10/05/2005,5,1.37415,5.94989,0,15,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,23,1
555168,95409,For profit - Corporation,04/13/1984,5,0.75637,4.71586,0,36,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,16,1
445242,37617,For profit - Individual,12/14/1989,1,0.95763,3.8949,21846,31,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,13,3
676212,76086,Government - Hospital district,02/26/2009,1,0.66188,3.22126,0,11,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,7,5
455799,78750,For profit - Corporation,03/21/1989,5,0.53794,2.97563,0,31,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,15,0
435059,57248,For profit - Corporation,05/01/1991,5,0.72988,3.26199,0,29,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,3,0
675949,75503,For profit - Limited Liability company,12/16/2002,1,0.38316,3.3063,97013,18,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,24,5
675035,76354,For profit - Corporation,03/13/1992,4,0.30194,3.46981,0,28,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,7,0
365875,44107,For profit - Corporation,05/22/1992,1,0.35977,3.55643,99546,28,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,33,3
425071,29325,For profit - Limited Liability company,08/05/1970,5,0.76402,3.79319,20965,50,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,2,5
525490,53186,For profit - Corporation,06/01/1992,2,0.79632,3.37419,7150,28,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,18,2
385166,97007,Non profit - Corporation,02/22/1985,4,0.73986,5.09625,7500,35,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,37,2
505367,98908,For profit - Corporation,06/01/1990,4,0.37606,3.2901,0,30,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,34,0
495105,24502,For profit - Corporation,01/01/1977,2,0.35667,2.87857,0,44,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,35,2
675663,77471,For profit - Corporation,01/23/1997,5,0.42278,2.84841,0,24,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,17,0
555263,91950,For profit - Limited Liability company,06/22/1987,5,0.81099,4.57033,0,33,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,19,0
335459,10550,For profit - Corporation,11/25/1975,1,0.36388,3.11399,0,45,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,17,0
435122,57252,Non profit - Other,03/15/2005,1,0.51085,2.80304,9958,15,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,15,3
275147,59749,Government - County,06/14/1996,3,0.86774,4.2912,10286,24,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,17,2
555572,91941,Non profit - Corporation,11/19/1993,5,1.60548,6.38149,0,27,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,5,0
335541,13501,Non profit - Corporation,04/01/1976,4,0.5782,4.44343,17293,44,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,7,1
366441,44131,For profit - Corporation,03/16/2016,2,0.33216,3.56837,13626,4,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,19,3
335636,11782,Non profit - Church related,01/17/1980,4,0.49765,3.11497,0,41,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,12,0
365505,45331,For profit - Corporation,03/20/1980,2,0.66383,3.84457,0,40,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,22,1
676388,76063,For profit - Corporation,08/03/2015,4,0.19395,3.39004,0,5,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,9,0
445457,37354,Non profit - Corporation,07/01/2002,2,0.52719,3.64338,11768,18,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,13,1
505004,98027,For profit - Corporation,01/01/1967,5,0.565,4.23825,0,54,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,29,0
365619,44820,For profit - Corporation,04/01/1984,5,0.52733,3.15034,0,36,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,15,0
676348,79762,For profit - Corporation,12/09/2013,2,0.16725,3.2624,7023,7,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,25,1
315196,08759,For profit - Partnership,10/07/1983,5,0.5199,3.48085,0,37,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,5,0
345557,28412,For profit - Corporation,02/13/2013,1,0.70832,3.71987,56760,7,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,16,4
366288,45102,For profit - Corporation,03/01/2004,1,0.42816,3.01108,8775,16,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,34,2
365305,44094,Non profit - Other,05/02/1974,3,0.82062,3.44868,7296,46,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,16,2
365571,43450,Non profit - Church related,12/15/1981,5,0.79614,3.78923,0,39,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,11,0
676128,75006,For profit - Corporation,01/05/2007,2,0.35767,3.10497,6893,14,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,26,2
335236,12167,For profit - Limited Liability company,11/01/1967,1,0.45896,2.95735,0,53,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,27,3
366120,45040,Non profit - Corporation,04/01/1997,3,0.61025,4.2846,0,23,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,14,2
396125,18974,Non profit - Corporation,11/12/2009,5,1.6229,5.55276,0,11,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,6,0
455832,75146,For profit - Corporation,08/02/1989,5,0.39895,3.2237,0,31,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,8,0
335826,11221,Non profit - Corporation,03/09/2001,5,0.53869,3.65443,0,19,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,7,0
535024,82601,For profit - Limited Liability company,10/14/1984,4,0.81519,3.19969,0,36,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,26,0
535049,82601,For profit - Corporation,08/12/1993,4,1.0967,3.64768,8626,27,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,19,2
365929,43235,For profit - Corporation,09/02/1993,5,0.64316,3.23418,0,27,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,13,0
325033,87124,For profit - Corporation,11/04/1982,4,0.68087,3.34214,0,38,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,29,1
505405,98292,Non profit - Corporation,01/01/1992,5,1.06127,4.39729,7296,29,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,63,2
495387,22801,Non profit - Corporation,02/01/2006,5,0.93148,4.14848,0,14,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,13,0
345301,27217,For profit - Corporation,04/27/1989,2,0.38964,4.12595,0,31,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,13,2
265813,64601,Government - County,06/01/2007,5,0.93867,3.74638,0,13,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,8,0
675835,75785,For profit - Limited Liability company,08/01/2000,3,0.44208,4.93619,39604,20,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,28,1
515180,26601,For profit - Corporation,08/01/2002,3,0.44517,3.30513,0,18,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,32,0
415012,02919,For profit - Corporation,02/06/1967,5,0.90901,4.43881,0,53,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,4,0
396021,15601,Non profit - Corporation,02/03/1997,4,1.72348,4.68985,20000,23,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,34,0
455678,75605,For profit - Partnership,12/17/1986,3,0.76469,4.1967,10403,34,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,23,2
375490,73055,For profit - Individual,08/12/2005,3,0.33437,3.75718,0,15,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,21,0
676107,78414,Government - Hospital district,08/03/2006,2,0.25772,3.14713,0,14,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,23,0
445116,37166,For profit - Corporation,06/02/1977,5,0.47446,4.00457,0,43,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0
335732,13440,For profit - Corporation,09/12/1991,4,0.48472,3.51982,7036,29,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,15,1
335824,10509,For profit - Corporation,08/29/2000,3,0.57035,3.43318,0,20,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,11,0
676015,79707,Non profit - Corporation,03/31/2004,3,0.39641,4.33645,0,16,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,14,0
315354,07719,For profit - Corporation,05/08/1996,5,0.70768,3.52905,0,24,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,6,0
435054,57469,For profit - Limited Liability company,02/01/1991,2,0.47441,3.43419,0,29,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,12,0
425053,29488,For profit - Corporation,01/01/1981,2,0.37333,3.38406,0,40,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,45,0
415097,02863,For profit - Corporation,04/03/1991,3,0.64315,3.00714,0,29,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,5,0
345088,27101,Non profit - Church related,04/01/1973,4,0.48248,4.01898,0,47,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,10,0
285073,68727,Government - City,07/28/1986,2,0.54142,2.92123,5292,34,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,29,1
335297,11570,For profit - Corporation,06/22/1970,5,0.50155,3.65499,0,50,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,11,0
335096,10463,For profit - Corporation,07/12/1968,1,0.32035,2.78658,0,52,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,21,0
335361,14432,Non profit - Corporation,01/10/1972,5,0.74101,4.70806,0,49,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,11,0
295070,89108,For profit - Corporation,06/18/1999,3,0.61917,4.1291,0,21,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,31,0
365825,44146,For profit - Corporation,02/22/1991,3,0.43084,4.54059,33643,29,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,32,2
445277,37331,For profit - Corporation,03/05/1992,5,0.85129,3.80696,0,28,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,5,0
495057,22311,Non profit - Corporation,07/03/1968,5,1.09233,5.11067,0,52,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,24,0
525609,54220,Non profit - Corporation,12/01/1996,5,1.13433,4.73766,0,24,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,13,0
676378,78229,For profit - Corporation,01/21/2015,1,0.3906,3.48545,0,5,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,29,0
445382,37863,For profit - Corporation,09/01/1996,2,0.79273,3.35835,0,24,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,16,0
345201,28204,For profit - Corporation,12/22/1980,1,0.33956,3.15651,87550,40,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,43,0
505512,98003,For profit - Corporation,06/12/2003,5,1.06468,5.49705,44733,17,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,38,1
345358,27549,For profit - Corporation,03/22/1991,1,0.30479,3.32519,26630,29,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,16,2
375132,74403,Non profit - Corporation,01/20/1993,5,0.3085,4.02108,0,28,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,4,0
396108,18017,Non profit - Corporation,07/01/2007,5,1.37737,5.4599,0,13,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,2,0
375351,74012,For profit - Corporation,09/14/1998,5,1.36254,8.15056,0,22,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,14,3
366308,44102,For profit - Corporation,02/28/2005,3,0.47563,3.22003,0,15,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,13,1
495279,22701,For profit - Corporation,05/01/1993,3,0.53806,3.14917,0,27,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,39,1
366413,43701,For profit - Corporation,11/07/2013,3,0.50338,3.54487,0,7,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,23,2
366135,43219,Non profit - Church related,08/09/1997,4,0.6359,4.62469,0,23,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,12,0
335160,11563,For profit - Corporation,12/01/1968,5,0.77024,3.34504,0,52,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,3,0
366145,45239,For profit - Limited Liability company,11/18/1997,1,0.30151,3.12034,2030,23,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,25,0
675891,76426,For profit - Corporation,11/02/2001,3,0.16467,3.2069,0,19,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,16,0
395825,17777,For profit - Corporation,03/07/1990,1,0.64311,3.82734,8908,30,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,50,2
676172,75845,For profit - Corporation,03/01/2008,5,0.49619,3.53826,0,12,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,6,0
425103,29827,For profit - Corporation,02/01/1976,5,0.73286,5.00281,0,44,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,2,0
345258,28083,For profit - Corporation,04/30/1987,1,0.29175,3.16486,2600,33,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,35,5
355094,58761,Non profit - Church related,02/01/1991,3,0.47342,2.83555,0,29,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,26,1
425017,29720,For profit - Corporation,01/01/1967,4,0.63367,3.96729,0,54,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,14,0
225400,01880,For profit - Corporation,07/01/1990,3,0.59737,3.2122,0,30,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,31,0
425314,29673,For profit - Corporation,10/03/1991,1,0.31449,3.51572,15579,29,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,34,7
366403,44223,For profit - Corporation,03/15/2013,4,0.41054,3.14856,0,7,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,11,0
675881,79772,For profit - Corporation,08/01/2001,1,0.20938,2.7751,49647,19,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,24,3
675360,76704,For profit - Limited Liability company,06/27/1994,4,0.43893,3.14302,0,26,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,11,0
675402,75087,For profit - Limited Liability company,10/17/1994,1,0.44138,3.28325,0,26,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,14,4
285272,68944,For profit - Corporation,05/01/2006,4,0.40196,4.30989,0,14,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,20,0
515035,25177,For profit - Limited Liability company,03/20/1970,1,0.73825,3.56723,0,50,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,45,3
395850,18612,Non profit - Corporation,05/09/1991,3,0.88379,3.21062,0,29,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,13,0
495406,24060,Non profit - Corporation,11/01/2010,4,1.14697,4.61535,0,10,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,33,0
555442,95822,For profit - Corporation,12/13/1990,5,0.73486,4.23431,0,30,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,27,0
375253,73601,For profit - Corporation,07/01/1996,1,0.25071,3.55211,0,24,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,38,0
676359,75503,Non profit - Corporation,04/23/2014,3,0.73205,5.28023,117520,6,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,21,3
305051,03431,For profit - Corporation,06/01/1995,4,0.45414,3.33571,0,25,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,6,0
315143,07945,For profit - Corporation,01/01/1973,5,0.59581,3.26968,0,48,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,4,0
335659,10463,For profit - Corporation,10/29/1982,3,0.43025,2.88298,0,38,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,13,0
455429,75701,Government - Hospital district,01/01/1977,2,0.31442,3.64632,0,44,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,23,0
375530,73096,For profit - Corporation,07/01/2009,2,0.19019,3.71021,0,11,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,29,0
315190,08701,For profit - Limited Liability company,05/28/1982,4,0.34316,3.32942,0,38,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,8,0
555053,93215,For profit - Limited Liability company,07/01/1977,1,0.22397,4.31967,0,43,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,83,1
555247,92270,For profit - Corporation,01/07/1987,4,0.455,4.07513,0,34,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,40,0
366352,43713,For profit - Corporation,09/14/2007,3,0.60085,3.14495,0,13,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,24,0
675437,78233,For profit - Corporation,07/28/1994,1,0.40766,3.55001,0,26,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,63,0
555530,93610,For profit - Corporation,10/23/1992,1,0.22699,4.67192,0,28,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,31,1
366246,43015,Non profit - Corporation,08/01/2002,5,0.8511,3.41821,0,18,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,2,0
525709,54758,For profit - Individual,04/01/2013,5,1.35627,4.364,0,7,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,8,0
335525,12033,For profit - Corporation,06/01/1976,1,0.54496,3.53002,8518,44,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,31,0
375402,74631,For profit - Limited Liability company,08/29/2001,1,0.13469,2.12029,51882,19,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,32,3
395783,15317,Non profit - Corporation,02/28/1989,5,0.77838,3.43624,0,31,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,10,0
676251,77070,For profit - Corporation,04/21/2010,3,0.29712,3.39916,94714,10,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,10,5
465079,84321,Non profit - Corporation,09/01/1981,4,0.96097,4.34531,11053,39,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,34,1
445508,38261,Government - County,04/20/2012,2,0.35459,4.12115,0,8,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,5,2
315213,08724,For profit - Individual,01/18/1985,5,0.34568,2.90266,0,36,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,6,0
395221,15522,For profit - Corporation,08/01/1968,2,0.84792,3.41276,0,52,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,42,1
505329,99114,For profit - Corporation,04/12/1989,5,1.04852,4.37188,0,31,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,13,0
366294,44646,For profit - Corporation,05/25/2004,5,1.15026,3.55606,0,16,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,8,0
385187,97236,For profit - Corporation,07/11/1988,5,0.85195,4.76648,0,32,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,23,0
275127,59523,Non profit - Corporation,09/01/1989,4,0.62489,3.45361,47736,31,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,15,5
525637,54732,For profit - Corporation,09/01/1997,5,0.71529,3.25669,0,23,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,7,0
555585,92123,For profit - Limited Liability company,01/31/1994,2,0.24708,3.50388,0,26,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,70,0
